../sample-dayClip6/sample-dayClip6/frames/dayClip6--00182.jpg 3 644 290 18 22 814 376 12 18 104 405 51 63
../sample-dayClip6/sample-dayClip6/frames/dayClip6--00170.jpg 3 644 291 18 27 814 378 12 18 112 400 45 67
../sample-dayClip6/sample-dayClip6/frames/dayClip6--00135.jpg 3 645 291 15 22 810 374 12 18 127 403 51 58
../sample-dayClip6/sample-dayClip6/frames/dayClip6--00357.jpg 2 638 257 24 40 854 367 18 30
../sample-dayClip6/sample-dayClip6/frames/dayClip6--00090.jpg 3 36 235 18 27 649 289 24 27 243 401 24 31
../sample-dayClip6/sample-dayClip6/frames/dayClip6--00208.jpg 3 644 291 18 30 814 373 12 25 103 404 51 67
../sample-dayClip6/sample-dayClip6/frames/dayClip6--00199.jpg 2 811 370 18 30 103 404 51 67
../sample-dayClip6/sample-dayClip6/frames/dayClip6--00193.jpg 2 644 290 18 22 814 376 12 18
../sample-dayClip6/sample-dayClip6/frames/dayClip6--00362.jpg 2 638 251 27 40 864 365 18 30
../sample-dayClip6/sample-dayClip6/frames/dayClip6--00355.jpg 2 637 259 24 40 852 371 15 25
../sample-dayClip6/sample-dayClip6/frames/dayClip6--00035.jpg 2 331 296 15 18 466 402 12 18
../sample-dayClip6/sample-dayClip6/frames/dayClip6--00142.jpg 3 645 289 15 27 812 374 12 18 126 410 36 36
../sample-dayClip6/sample-dayClip6/frames/dayClip6--00255.jpg 3 645 292 18 30 809 362 21 40 103 404 51 67
../sample-dayClip6/sample-dayClip6/frames/dayClip6--00281.jpg 3 639 271 30 55 812 366 21 35 81 404 60 72
../sample-dayClip6/sample-dayClip6/frames/dayClip6--00376.jpg 2 641 215 33 50 901 355 21 30
../sample-dayClip6/sample-dayClip6/frames/dayClip6--00106.jpg 3 648 288 15 22 804 366 12 18 196 404 30 36
../sample-dayClip6/sample-dayClip6/frames/dayClip6--00325.jpg 3 640 286 18 35 823 383 12 20 22 416 39 40
../sample-dayClip6/sample-dayClip6/frames/dayClip6--00374.jpg 2 643 217 27 50 896 350 18 35
../sample-dayClip6/sample-dayClip6/frames/dayClip6--00217.jpg 3 644 291 18 30 814 373 12 25 103 404 51 67
../sample-dayClip6/sample-dayClip6/frames/dayClip6--00048.jpg 4 256 283 18 27 708 314 12 22 827 374 12 18 407 405 21 27
../sample-dayClip6/sample-dayClip6/frames/dayClip6--00160.jpg 3 644 287 18 27 814 374 12 18 112 400 45 67
../sample-dayClip6/sample-dayClip6/frames/dayClip6--00276.jpg 3 644 291 18 30 812 366 21 35 98 411 36 45
../sample-dayClip6/sample-dayClip6/frames/dayClip6--00123.jpg 3 644 291 18 27 808 372 12 18 149 404 45 58
../sample-dayClip6/sample-dayClip6/frames/dayClip6--00029.jpg 1 368 306 15 22
../sample-dayClip6/sample-dayClip6/frames/dayClip6--00340.jpg 2 638 277 18 35 833 380 12 20
../sample-dayClip6/sample-dayClip6/frames/dayClip6--00175.jpg 3 645 290 15 22 814 376 12 18 112 400 45 67
../sample-dayClip6/sample-dayClip6/frames/dayClip6--00116.jpg 3 647 292 15 22 806 372 12 18 170 408 36 40
../sample-dayClip6/sample-dayClip6/frames/dayClip6--00103.jpg 2 649 289 15 27 202 405 30 31
../sample-dayClip6/sample-dayClip6/frames/dayClip6--00126.jpg 3 644 291 18 27 808 372 12 22 150 410 36 36
../sample-dayClip6/sample-dayClip6/frames/dayClip6--00002.jpg 1 500 346 12 18
../sample-dayClip6/sample-dayClip6/frames/dayClip6--00088.jpg 4 44 243 21 27 655 298 15 18 801 370 12 18 250 407 24 27
../sample-dayClip6/sample-dayClip6/frames/dayClip6--00189.jpg 2 644 290 18 22 814 376 12 18
../sample-dayClip6/sample-dayClip6/frames/dayClip6--00262.jpg 3 645 292 18 30 809 362 21 40 102 410 48 54
../sample-dayClip6/sample-dayClip6/frames/dayClip6--00268.jpg 3 645 292 18 30 809 362 21 40 90 403 57 72
../sample-dayClip6/sample-dayClip6/frames/dayClip6--00020.jpg 2 417 323 12 18 530 414 15 18
../sample-dayClip6/sample-dayClip6/frames/dayClip6--00169.jpg 3 644 292 18 22 814 378 12 18 112 400 45 67
../sample-dayClip6/sample-dayClip6/frames/dayClip6--00358.jpg 2 638 259 24 35 856 374 18 20
../sample-dayClip6/sample-dayClip6/frames/dayClip6--00260.jpg 3 645 292 18 30 809 362 21 40 102 410 48 54
../sample-dayClip6/sample-dayClip6/frames/dayClip6--00031.jpg 2 357 302 12 18 486 404 12 18
../sample-dayClip6/sample-dayClip6/frames/dayClip6--00150.jpg 3 644 288 18 22 812 374 15 18 112 400 45 67
../sample-dayClip6/sample-dayClip6/frames/dayClip6--00210.jpg 3 644 291 18 30 814 373 12 25 103 404 51 67
